"","height","sex","country","year","weight","bmi"
"972",156.06,"female","Eswatini",1980,61.57,25.28
"973",154.95,"female","Eswatini",1980,60.75,25.3
"974",187.39,"male","Eswatini",1980,75.52,21.51
"975",177.04,"male","Eswatini",1980,66.84,21.33
"976",169.83,"male","Eswatini",1980,60.79,21.08
"977",163.87,"female","Eswatini",1980,67.34,25.08
"978",182.02,"male","Eswatini",1980,71.02,21.44
"979",167.56,"male","Eswatini",1980,58.88,20.97
"980",156.53,"female","Eswatini",1980,61.92,25.27
"981",158.24,"female","Eswatini",1980,63.18,25.23
"982",172.96,"male","Eswatini",1980,63.42,21.2
"983",174.82,"male","Eswatini",1980,64.98,21.26
"984",151.53,"female","Eswatini",1980,58.23,25.36
"985",163.91,"male","Eswatini",1980,55.82,20.78
"986",168.1,"male","Eswatini",1980,59.34,21
"987",154.24,"female","Eswatini",1980,60.23,25.32
"988",166.64,"female","Eswatini",1980,69.39,24.99
"989",168.35,"male","Eswatini",1980,59.55,21.01
"990",157.4,"female","Eswatini",1980,62.56,25.25
"991",154.67,"female","Eswatini",1980,60.55,25.31
"992",168.28,"female","Eswatini",1980,70.6,24.93
"993",148.34,"male","Eswatini",1980,42.76,19.43
"994",176.24,"female","Eswatini",1980,76.48,24.62
"995",158.81,"female","Eswatini",1980,63.6,25.22
"996",168.64,"male","Eswatini",1980,59.79,21.02
"997",167.79,"female","Eswatini",1980,70.24,24.95
"998",162.69,"male","Eswatini",1980,54.8,20.7
"999",170.22,"male","Eswatini",1980,61.12,21.09
"1000",162.39,"male","Eswatini",1980,54.55,20.69
"1001",168.62,"female","Eswatini",1980,70.85,24.92
"1002",166.74,"male","Eswatini",1980,58.2,20.93
"1003",176.13,"female","Eswatini",1980,76.4,24.63
"1004",156.37,"female","Eswatini",1980,61.81,25.28
"1005",162.46,"male","Eswatini",1980,54.6,20.69
"1006",157.2,"female","Eswatini",1980,62.42,25.26
"1007",144.39,"female","Eswatini",1980,52.96,25.4
"1008",153.04,"female","Eswatini",1980,59.35,25.34
"1009",165.63,"male","Eswatini",1980,57.27,20.88
"1010",178.12,"male","Eswatini",1980,67.75,21.35
"1011",156.64,"male","Eswatini",1980,49.72,20.26
"1012",151.57,"female","Eswatini",1980,58.26,25.36
"1013",166.22,"male","Eswatini",1980,57.76,20.91
"1014",171.65,"female","Eswatini",1980,73.08,24.8
"1015",172.08,"female","Eswatini",1980,73.41,24.79
"1016",175.32,"male","Eswatini",1980,65.4,21.28
"1017",166.76,"male","Eswatini",1980,58.21,20.93
"1018",153.7,"female","Eswatini",1980,59.83,25.33
"1019",166.01,"female","Eswatini",1980,68.92,25.01
"1020",177.23,"male","Eswatini",1980,67,21.33
"1021",163.21,"female","Eswatini",1980,66.85,25.1
"1022",164.68,"female","Eswatini",1980,67.94,25.05
"1023",176.26,"male","Eswatini",1980,66.19,21.31
"1024",156.34,"female","Eswatini",1980,61.78,25.28
"1025",168.05,"male","Eswatini",1980,59.3,21
"1026",156.13,"male","Eswatini",1980,49.29,20.22
"1027",164.55,"male","Eswatini",1980,56.36,20.81
"1028",169.15,"male","Eswatini",1980,60.22,21.05
"1029",171.16,"female","Eswatini",1980,72.72,24.82
"1030",160.02,"male","Eswatini",1980,52.56,20.53
"1031",170.43,"male","Eswatini",1980,61.29,21.1
"1032",160.9,"female","Eswatini",1980,65.15,25.17
"1033",150.69,"female","Eswatini",1980,57.61,25.37
"1034",169.46,"male","Eswatini",1980,60.48,21.06
"1035",162.7,"male","Eswatini",1980,54.81,20.71
"1036",173.17,"female","Eswatini",1980,74.2,24.74
"1037",150.24,"female","Eswatini",1980,57.28,25.38
"1038",176.94,"male","Eswatini",1980,66.76,21.32
"1039",153.58,"female","Eswatini",1980,59.75,25.33
"1040",160.76,"female","Eswatini",1980,65.05,25.17
"1041",157.29,"female","Eswatini",1980,62.48,25.25
"1042",161.78,"male","Eswatini",1980,54.04,20.65
"1043",160.79,"female","Eswatini",1980,65.07,25.17
"1044",180.42,"male","Eswatini",1980,69.67,21.4
"1045",170.36,"female","Eswatini",1980,72.13,24.85
"1046",174.2,"male","Eswatini",1980,64.46,21.24
"1047",176.4,"male","Eswatini",1980,66.31,21.31
"1048",145.91,"female","Eswatini",1980,54.08,25.4
"1049",171.01,"male","Eswatini",1980,61.78,21.13
"1050",166.89,"female","Eswatini",1980,69.57,24.98
"1051",161.83,"female","Eswatini",1980,65.83,25.14
"1052",171,"male","Eswatini",1980,61.77,21.12
"1053",150.94,"female","Eswatini",1980,57.8,25.37
"1054",158.81,"female","Eswatini",1980,63.61,25.22
"1055",162.03,"female","Eswatini",1980,65.98,25.13
"1056",184.45,"male","Eswatini",1980,73.06,21.47
"1057",169.3,"male","Eswatini",1980,60.35,21.06
"1058",163.61,"female","Eswatini",1980,67.15,25.09
"1059",172.56,"male","Eswatini",1980,63.08,21.18
"1060",167.16,"male","Eswatini",1980,58.55,20.95
"1061",159.6,"female","Eswatini",1980,64.19,25.2
"1062",171.13,"male","Eswatini",1980,61.88,21.13
"1063",164.88,"female","Eswatini",1980,68.09,25.05
"1064",179.69,"male","Eswatini",1980,69.06,21.39
"1065",154.25,"female","Eswatini",1980,60.24,25.32
"1066",169.12,"male","Eswatini",1980,60.2,21.05
"1067",186.95,"male","Eswatini",1980,75.16,21.5
"1068",172.04,"male","Eswatini",1980,62.64,21.16
"1069",176.36,"male","Eswatini",1980,66.27,21.31
"1070",162.06,"female","Eswatini",1980,66.01,25.13
"1071",174.44,"male","Eswatini",1980,64.66,21.25
"1072",169.13,"male","Eswatini",1980,60.21,21.05
"1073",161.98,"male","Eswatini",1980,54.2,20.66
"1074",168.99,"male","Eswatini",1980,60.08,21.04
"1075",175.86,"male","Eswatini",1980,65.85,21.29
"1076",164.37,"female","Eswatini",1980,67.71,25.06
"1077",176.82,"male","Eswatini",1980,66.66,21.32
"1078",166.12,"female","Eswatini",1980,69,25
"1079",158.04,"female","Eswatini",1980,63.03,25.24
"1080",154.65,"female","Eswatini",1980,60.54,25.31
"1081",169.04,"male","Eswatini",1980,60.13,21.04
"1082",157.87,"female","Eswatini",1980,62.91,25.24
"1083",168.52,"male","Eswatini",1980,59.69,21.02
"1084",173.19,"male","Eswatini",1980,63.61,21.21
"1085",181.26,"male","Eswatini",1980,70.38,21.42
"1086",162.28,"female","Eswatini",1980,66.17,25.13
"1087",164.55,"male","Eswatini",1980,56.36,20.81
"1088",164,"male","Eswatini",1980,55.9,20.78
"1089",157.72,"female","Eswatini",1980,62.8,25.25
"1090",156.95,"female","Eswatini",1980,62.23,25.26
"1091",162.32,"female","Eswatini",1980,66.19,25.12
"1092",160.83,"male","Eswatini",1980,53.24,20.58
"1093",180.93,"male","Eswatini",1980,70.11,21.42
"1094",143.44,"female","Eswatini",1980,52.25,25.39
"1095",153.62,"female","Eswatini",1980,59.77,25.33
"1096",176.12,"male","Eswatini",1980,66.07,21.3
"1097",164.72,"female","Eswatini",1980,67.97,25.05
"1098",171.24,"female","Eswatini",1980,72.79,24.82
"1099",187,"male","Eswatini",1980,75.2,21.5
"1100",177.3,"male","Eswatini",1980,67.06,21.33
"1101",172.62,"male","Eswatini",1980,63.13,21.19
"1102",153.6,"female","Eswatini",1980,59.76,25.33
"1103",173.68,"male","Eswatini",1980,64.02,21.22
"1104",157.05,"female","Eswatini",1980,62.3,25.26
"1105",164.34,"male","Eswatini",1980,56.18,20.8
"1106",155.12,"female","Eswatini",1980,60.88,25.3
"1107",157.2,"female","Eswatini",1980,62.42,25.26
"1108",163.93,"female","Eswatini",1980,67.38,25.07
"1109",160.13,"female","Eswatini",1980,64.58,25.19
"1110",155.52,"female","Eswatini",1980,61.18,25.3
"1111",173.65,"male","Eswatini",1980,63.99,21.22
"1112",164.82,"male","Eswatini",1980,56.58,20.83
"1113",155.15,"male","Eswatini",1980,48.47,20.14
"1114",161.13,"male","Eswatini",1980,53.49,20.6
"1115",150.88,"female","Eswatini",1980,57.75,25.37
"1116",166.92,"female","Eswatini",1980,69.59,24.98
"1117",169.7,"male","Eswatini",1980,60.68,21.07
"1118",177.21,"male","Eswatini",1980,66.98,21.33
"1119",164.5,"male","Eswatini",1980,56.32,20.81
"1120",168.39,"male","Eswatini",1980,59.58,21.01
"1121",162.9,"female","Eswatini",1980,66.63,25.11
"1122",157.51,"female","Eswatini",1980,62.65,25.25
"1123",157.45,"female","Eswatini",1980,62.6,25.25
"1124",173.66,"male","Eswatini",1980,64.01,21.23
"1125",177.94,"male","Eswatini",1980,67.6,21.35
"1126",162.8,"female","Eswatini",1980,66.55,25.11
"1127",160.98,"male","Eswatini",1980,53.36,20.59
"1128",149.91,"female","Eswatini",1980,57.03,25.38
"1129",170.17,"male","Eswatini",1980,61.08,21.09
"1130",183.76,"male","Eswatini",1980,72.48,21.46
"1131",172.65,"female","Eswatini",1980,73.82,24.77
"1132",176.26,"male","Eswatini",1980,66.19,21.31
"1133",155.92,"male","Eswatini",1980,49.12,20.2
"1134",174.61,"male","Eswatini",1980,64.8,21.25
"1135",154.03,"female","Eswatini",1980,60.07,25.32
"1136",171.72,"female","Eswatini",1980,73.14,24.8
"1137",171.56,"male","Eswatini",1980,62.24,21.15
"1138",167.4,"female","Eswatini",1980,69.95,24.96
"1139",171.75,"male","Eswatini",1980,62.4,21.15
"1140",159.65,"male","Eswatini",1980,52.24,20.5
"1141",168.86,"male","Eswatini",1980,59.98,21.04
"1142",187.04,"female","Eswatini",1980,84.45,24.14
"1143",168.71,"male","Eswatini",1980,59.85,21.03
"1144",149.71,"female","Eswatini",1980,56.88,25.38
"1145",168.26,"male","Eswatini",1980,59.47,21.01
"1146",180,"male","Eswatini",1980,69.32,21.4
"1147",168.5,"male","Eswatini",1980,59.68,21.02
"1148",160.76,"male","Eswatini",1980,53.18,20.58
"1149",173.86,"male","Eswatini",1980,64.18,21.23
"1150",162.97,"female","Eswatini",1980,66.68,25.11
"1151",176.58,"male","Eswatini",1980,66.46,21.31
"1152",142.33,"female","Eswatini",1980,51.44,25.39
"1153",162.11,"female","Eswatini",1980,66.04,25.13
"1154",155.42,"female","Eswatini",1980,61.1,25.29
"1155",177.4,"male","Eswatini",1980,67.14,21.33
"1156",161.17,"female","Eswatini",1980,65.35,25.16
"1157",171.1,"male","Eswatini",1980,61.86,21.13
"1158",164.07,"male","Eswatini",1980,55.95,20.78
"1159",178.33,"male","Eswatini",1980,67.92,21.36
"1160",158.71,"male","Eswatini",1980,51.46,20.43
"1161",156.19,"female","Eswatini",1980,61.67,25.28
"1162",159.76,"female","Eswatini",1980,64.31,25.2
"1163",155.43,"female","Eswatini",1980,61.11,25.3
"1164",178.87,"male","Eswatini",1980,68.38,21.37
"1165",165.02,"female","Eswatini",1980,68.19,25.04
"1166",183.06,"male","Eswatini",1980,71.89,21.45
"1167",171.97,"female","Eswatini",1980,73.32,24.79
"1168",166.41,"male","Eswatini",1980,57.92,20.92
"1169",161.32,"female","Eswatini",1980,65.46,25.15
"1170",169.91,"female","Eswatini",1980,71.8,24.87
"1171",168.97,"male","Eswatini",1980,60.07,21.04
"1172",172.83,"male","Eswatini",1980,63.3,21.19
"1173",166.3,"female","Eswatini",1980,69.14,25
"1174",161.07,"male","Eswatini",1980,53.44,20.6
"1175",157.29,"female","Eswatini",1980,62.48,25.25
"1176",173.65,"male","Eswatini",1980,64,21.22
"1177",145.96,"female","Eswatini",1980,54.12,25.4
"1178",161.55,"female","Eswatini",1980,65.62,25.14
"1179",153.93,"male","Eswatini",1980,47.44,20.02
"1180",159.92,"male","Eswatini",1980,52.47,20.52
"1181",152.28,"female","Eswatini",1980,58.79,25.35
"1182",173.44,"female","Eswatini",1980,74.41,24.74
"1183",163.92,"female","Eswatini",1980,67.37,25.07
"1184",173.97,"male","Eswatini",1980,64.27,21.24
"1185",169.08,"female","Eswatini",1980,71.18,24.9
"1186",159.28,"female","Eswatini",1980,63.95,25.21
"1187",163.22,"male","Eswatini",1980,55.24,20.74
"1188",162.13,"female","Eswatini",1980,66.05,25.13
"1189",157.39,"female","Eswatini",1980,62.56,25.25
"1190",172.28,"male","Eswatini",1980,62.84,21.17
"1191",173.27,"male","Eswatini",1980,63.67,21.21
"1192",158.93,"male","Eswatini",1980,51.64,20.44
"1193",167.84,"male","Eswatini",1980,59.12,20.99
"1194",157.57,"female","Eswatini",1980,62.69,25.25
"1195",160.19,"female","Eswatini",1980,64.62,25.18
"1196",167.8,"male","Eswatini",1980,59.09,20.99
"1197",175.36,"male","Eswatini",1980,65.44,21.28
"1198",190.98,"male","Eswatini",1980,78.54,21.53
"1199",163.03,"male","Eswatini",1980,55.08,20.72
"1200",154.08,"female","Eswatini",1980,60.11,25.32
"1201",160.85,"female","Eswatini",1980,65.11,25.17
"1202",168.58,"female","Eswatini",1980,70.82,24.92
"1203",176.9,"male","Eswatini",1980,66.72,21.32
"1204",157.07,"female","Eswatini",1980,62.32,25.26
"1205",166.23,"male","Eswatini",1980,57.77,20.91
"1206",161.47,"female","Eswatini",1980,65.57,25.15
"1207",161.78,"female","Eswatini",1980,65.8,25.14
"1208",172.26,"male","Eswatini",1980,62.83,21.17
"1209",170.4,"male","Eswatini",1980,61.27,21.1
"1210",162.52,"female","Eswatini",1980,66.34,25.12
"1211",152.07,"female","Eswatini",1980,58.63,25.35
"1212",154.88,"female","Eswatini",1980,60.7,25.3
"1213",150.83,"female","Eswatini",1980,57.72,25.37
"1214",165.45,"female","Eswatini",1980,68.51,25.03
"1215",169.7,"male","Eswatini",1980,60.68,21.07
"1216",164.33,"male","Eswatini",1980,56.17,20.8
"1217",156.3,"female","Eswatini",1980,61.75,25.28
"1218",163.71,"female","Eswatini",1980,67.22,25.08
"1219",167.25,"male","Eswatini",1980,58.63,20.96
"1220",160.53,"female","Eswatini",1980,64.88,25.18
"1221",172.88,"female","Eswatini",1980,73.99,24.76
"1222",178.13,"male","Eswatini",1980,67.75,21.35
"1223",159.98,"male","Eswatini",1980,52.52,20.52
"1224",163.88,"male","Eswatini",1980,55.8,20.78
"1225",179.02,"male","Eswatini",1980,68.5,21.37
"1226",161.48,"male","Eswatini",1980,53.78,20.62
"1227",160.57,"female","Eswatini",1980,64.91,25.18
"1228",156.87,"female","Eswatini",1980,62.17,25.26
"1229",163.09,"male","Eswatini",1980,55.14,20.73
"1230",148.03,"female","Eswatini",1980,55.65,25.4
"1231",164.34,"female","Eswatini",1980,67.69,25.06
"1232",180.29,"male","Eswatini",1980,69.57,21.4
"1233",198.71,"male","Eswatini",1980,85.03,21.53
"1234",170.31,"female","Eswatini",1980,72.1,24.86
"1235",164.5,"female","Eswatini",1980,67.81,25.06
"1236",158.15,"female","Eswatini",1980,63.12,25.24
"1237",175.05,"male","Eswatini",1980,65.17,21.27
"1238",155.91,"female","Eswatini",1980,61.46,25.28
"1239",156.37,"female","Eswatini",1980,61.81,25.28
"1240",159.18,"female","Eswatini",1980,63.88,25.21
"1241",175.51,"male","Eswatini",1980,65.55,21.28
"1242",175.7,"male","Eswatini",1980,65.72,21.29
"1243",148.54,"female","Eswatini",1980,56.02,25.39
"1244",161.52,"male","Eswatini",1980,53.82,20.63
"1245",174.12,"male","Eswatini",1980,64.39,21.24
"1246",150.48,"female","Eswatini",1980,57.46,25.38
"1247",161.72,"female","Eswatini",1980,65.76,25.14
"1248",173.01,"male","Eswatini",1980,63.46,21.2
"1249",165.08,"female","Eswatini",1980,68.23,25.04
"1250",165.48,"female","Eswatini",1980,68.53,25.03
"1251",162.15,"female","Eswatini",1980,66.07,25.13
"1252",139.78,"female","Eswatini",1980,49.56,25.37
"1253",165.1,"male","Eswatini",1980,56.82,20.85
"1254",164.42,"male","Eswatini",1980,56.25,20.81
"1255",176.21,"male","Eswatini",1980,66.15,21.3
"1256",174.67,"male","Eswatini",1980,64.85,21.26
"1257",174.9,"male","Eswatini",1980,65.04,21.26
"1258",154.1,"female","Eswatini",1980,60.13,25.32
"1259",164.99,"male","Eswatini",1980,56.73,20.84
"1260",157.6,"female","Eswatini",1980,62.71,25.25
"1261",171.25,"male","Eswatini",1980,61.98,21.13
"1262",157.28,"female","Eswatini",1980,62.48,25.26
"1263",167.28,"male","Eswatini",1980,58.65,20.96
"1264",155.37,"female","Eswatini",1980,61.07,25.3
"1265",175.34,"male","Eswatini",1980,65.42,21.28
"1266",158.07,"female","Eswatini",1980,63.06,25.24
"1267",176.79,"female","Eswatini",1980,76.88,24.6
"1268",152.44,"female","Eswatini",1980,58.9,25.35
"1269",156.06,"female","Eswatini",1980,61.58,25.28
"1270",165.89,"female","Eswatini",1980,68.83,25.01
"1271",166.33,"female","Eswatini",1980,69.16,25
"1272",172.46,"male","Eswatini",1980,63,21.18
"1273",154.36,"female","Eswatini",1980,60.32,25.32
"1274",172.14,"male","Eswatini",1980,62.73,21.17
"1275",161.31,"male","Eswatini",1980,53.64,20.61
"1276",158.22,"female","Eswatini",1980,63.17,25.23
"1277",179,"male","Eswatini",1980,68.49,21.38
"1278",179.62,"male","Eswatini",1980,69.01,21.39
"1279",173.38,"male","Eswatini",1980,63.77,21.21
"1280",170.65,"male","Eswatini",1980,61.48,21.11
"1281",154.08,"female","Eswatini",1980,60.11,25.32
"1282",164.66,"female","Eswatini",1980,67.92,25.05
"1283",151.37,"female","Eswatini",1980,58.11,25.36
"1284",159.05,"male","Eswatini",1980,51.74,20.45
"1285",169.21,"male","Eswatini",1980,60.27,21.05
"1286",171.89,"male","Eswatini",1980,62.52,21.16
"1287",177.3,"male","Eswatini",1980,67.06,21.33
"1288",182.02,"male","Eswatini",1980,71.02,21.44
"1289",183.26,"male","Eswatini",1980,72.06,21.46
"1290",158.74,"female","Eswatini",1980,63.55,25.22
"1291",170.82,"female","Eswatini",1980,72.47,24.84
"1292",177.25,"male","Eswatini",1980,67.02,21.33
"1293",172.98,"male","Eswatini",1980,63.44,21.2
"1294",172.23,"female","Eswatini",1980,73.52,24.78
"1295",169.18,"male","Eswatini",1980,60.24,21.05
"1296",157.64,"female","Eswatini",1980,62.74,25.25
"1297",179.39,"male","Eswatini",1980,68.82,21.39
"1298",160.78,"female","Eswatini",1980,65.06,25.17
"1299",159.91,"male","Eswatini",1980,52.46,20.52
"1300",162.87,"female","Eswatini",1980,66.6,25.11
"1301",163.25,"male","Eswatini",1980,55.27,20.74
"1302",161.94,"female","Eswatini",1980,65.92,25.14
"1303",161.51,"male","Eswatini",1980,53.81,20.63
"1304",171.06,"female","Eswatini",1980,72.65,24.83
"1305",164.03,"female","Eswatini",1980,67.46,25.07
"1306",165.43,"male","Eswatini",1980,57.1,20.86
"1307",164.28,"female","Eswatini",1980,67.64,25.06
"1308",168.78,"male","Eswatini",1980,59.91,21.03
"1309",169.45,"female","Eswatini",1980,71.46,24.89
"1310",154.73,"female","Eswatini",1980,60.59,25.31
"1311",173.94,"male","Eswatini",1980,64.24,21.23
"1312",161.34,"male","Eswatini",1980,53.67,20.62
"1313",152.72,"female","Eswatini",1980,59.11,25.34
"1314",149.13,"female","Eswatini",1980,56.45,25.38
"1315",162.06,"female","Eswatini",1980,66,25.13
"1316",165.1,"female","Eswatini",1980,68.25,25.04
"1317",155.92,"female","Eswatini",1980,61.47,25.28
"1318",180.39,"male","Eswatini",1980,69.65,21.4
"1319",175.24,"male","Eswatini",1980,65.33,21.27
"1320",161.56,"female","Eswatini",1980,65.64,25.15
"1321",165.37,"female","Eswatini",1980,68.45,25.03
"1322",168.79,"female","Eswatini",1980,70.97,24.91
"1323",166.13,"male","Eswatini",1980,57.68,20.9
"1324",164.86,"female","Eswatini",1980,68.07,25.05
"1325",178.93,"male","Eswatini",1980,68.43,21.37
"1326",176.88,"male","Eswatini",1980,66.71,21.32
"1327",162.74,"male","Eswatini",1980,54.84,20.71
"1328",173.19,"male","Eswatini",1980,63.61,21.21
"1329",159.01,"female","Eswatini",1980,63.75,25.21
"1330",157.56,"female","Eswatini",1980,62.68,25.25
"1331",165.01,"female","Eswatini",1980,68.18,25.04
"1332",176.43,"male","Eswatini",1980,66.33,21.31
"1333",155.11,"male","Eswatini",1980,48.43,20.13
"1334",170.66,"male","Eswatini",1980,61.49,21.11
"1335",159.89,"female","Eswatini",1980,64.4,25.19
"1336",160.89,"male","Eswatini",1980,53.29,20.59
"1337",158.78,"female","Eswatini",1980,63.58,25.22
"1338",177.42,"male","Eswatini",1980,67.16,21.34
"1339",171.49,"female","Eswatini",1980,72.96,24.81
"1340",175.54,"male","Eswatini",1980,65.58,21.28
"1341",156.09,"female","Eswatini",1980,61.6,25.28
"1342",162.83,"female","Eswatini",1980,66.57,25.11
"1343",174.39,"female","Eswatini",1980,75.11,24.7
"1344",167.08,"male","Eswatini",1980,58.49,20.95
"1345",158.88,"female","Eswatini",1980,63.66,25.22
"1346",172.47,"female","Eswatini",1980,73.69,24.77
"1347",169.25,"male","Eswatini",1980,60.31,21.05
"1348",163.38,"female","Eswatini",1980,66.98,25.09
"1349",158.4,"female","Eswatini",1980,63.3,25.23
"1350",172.59,"male","Eswatini",1980,63.1,21.18
"1351",150.87,"female","Eswatini",1980,57.74,25.37
"1352",147.11,"female","Eswatini",1980,54.97,25.4
"1353",168.34,"male","Eswatini",1980,59.54,21.01
"1354",154.79,"female","Eswatini",1980,60.64,25.31
"1355",167.21,"female","Eswatini",1980,69.81,24.97
"1356",155.29,"female","Eswatini",1980,61,25.3
"1357",157.76,"female","Eswatini",1980,62.83,25.24
"1358",170.31,"male","Eswatini",1980,61.19,21.1
"1359",177.1,"male","Eswatini",1980,66.9,21.33
"1360",166.99,"female","Eswatini",1980,69.64,24.97
"1361",173.56,"male","Eswatini",1980,63.92,21.22
"1362",167.19,"female","Eswatini",1980,69.79,24.97
"1363",168.53,"female","Eswatini",1980,70.78,24.92
"1364",160.42,"female","Eswatini",1980,64.79,25.18
"1365",163.13,"female","Eswatini",1980,66.8,25.1
"1366",154.71,"male","Eswatini",1980,48.1,20.1
"1367",167.08,"female","Eswatini",1980,69.71,24.97
"1368",174.83,"male","Eswatini",1980,64.99,21.26
"1369",157.18,"female","Eswatini",1980,62.4,25.26
"1370",158.59,"female","Eswatini",1980,63.44,25.22
"1371",173.87,"male","Eswatini",1980,64.18,21.23
"1372",157.46,"female","Eswatini",1980,62.61,25.25
"1373",170.31,"male","Eswatini",1980,61.19,21.1
"1374",165.76,"male","Eswatini",1980,57.38,20.88
"1375",169.29,"male","Eswatini",1980,60.33,21.05
"1376",159.71,"male","Eswatini",1980,52.3,20.5
"1377",166.63,"female","Eswatini",1980,69.38,24.99
"1378",161.57,"male","Eswatini",1980,53.86,20.63
"1379",154.3,"female","Eswatini",1980,60.28,25.32
"1380",165.21,"male","Eswatini",1980,56.92,20.85
"1381",156.64,"female","Eswatini",1980,62,25.27
"1382",176.75,"male","Eswatini",1980,66.6,21.32
"1383",166.99,"male","Eswatini",1980,58.41,20.95
"1384",180,"male","Eswatini",1980,69.33,21.4
"1385",152.13,"female","Eswatini",1980,58.67,25.35
"1386",172.12,"male","Eswatini",1980,62.71,21.17
"1387",174.74,"male","Eswatini",1980,64.91,21.26
"1388",181.43,"male","Eswatini",1980,70.52,21.42
"1389",178.92,"male","Eswatini",1980,68.42,21.37
"1390",165.72,"female","Eswatini",1980,68.7,25.02
"1391",174.48,"male","Eswatini",1980,64.69,21.25
"1392",160.5,"male","Eswatini",1980,52.96,20.56
"1393",180.27,"male","Eswatini",1980,69.55,21.4
"1394",167.13,"male","Eswatini",1980,58.52,20.95
"1395",166.72,"male","Eswatini",1980,58.18,20.93
"1396",161.75,"female","Eswatini",1980,65.77,25.14
"1397",169.65,"male","Eswatini",1980,60.64,21.07
"1398",158.27,"female","Eswatini",1980,63.21,25.23
"1399",156.36,"male","Eswatini",1980,49.48,20.24
"1400",154.75,"female","Eswatini",1980,60.61,25.31
"1401",169.63,"male","Eswatini",1980,60.62,21.07
"1402",161.68,"female","Eswatini",1980,65.72,25.14
"1403",159.67,"female","Eswatini",1980,64.24,25.2
"1404",160.37,"female","Eswatini",1980,64.76,25.18
"1405",165.35,"male","Eswatini",1980,57.03,20.86
"1406",162.86,"male","Eswatini",1980,54.94,20.71
"1407",157.92,"female","Eswatini",1980,62.95,25.24
"1408",157.73,"male","Eswatini",1980,50.63,20.35
"1409",160.19,"male","Eswatini",1980,52.7,20.54
"1410",176.97,"male","Eswatini",1980,66.78,21.32
"1411",167.32,"female","Eswatini",1980,69.89,24.96
"1412",150.63,"female","Eswatini",1980,57.57,25.37
"1413",152.11,"male","Eswatini",1980,45.92,19.85
"1414",172.72,"male","Eswatini",1980,63.22,21.19
"1415",161.21,"female","Eswatini",1980,65.38,25.16
"1416",187.52,"male","Eswatini",1980,75.63,21.51
"1417",172.46,"male","Eswatini",1980,63,21.18
"1418",170.39,"female","Eswatini",1980,72.16,24.85
"1419",158.12,"female","Eswatini",1980,63.1,25.24
"1420",164.29,"female","Eswatini",1980,67.65,25.06
"1421",152.04,"female","Eswatini",1980,58.6,25.35
"1422",165.59,"female","Eswatini",1980,68.61,25.02
"1423",161.71,"female","Eswatini",1980,65.75,25.14
"1424",170.65,"male","Eswatini",1980,61.48,21.11
"1425",165.42,"male","Eswatini",1980,57.09,20.86
"1426",159.58,"male","Eswatini",1980,52.19,20.49
"1427",164.48,"female","Eswatini",1980,67.79,25.06
"1428",165.23,"female","Eswatini",1980,68.35,25.04
"1429",166.5,"male","Eswatini",1980,58,20.92
"1430",169.56,"female","Eswatini",1980,71.54,24.88
"1431",172.25,"female","Eswatini",1980,73.53,24.78
"1432",153.37,"female","Eswatini",1980,59.59,25.33
"1433",180.95,"male","Eswatini",1980,70.12,21.42
"1434",151.96,"female","Eswatini",1980,58.55,25.36
"1435",189.68,"male","Eswatini",1980,77.45,21.53
"1436",149.58,"female","Eswatini",1980,56.79,25.38
"1437",178.09,"male","Eswatini",1980,67.73,21.36
"1438",177.15,"male","Eswatini",1980,66.94,21.33
"1439",177.93,"male","Eswatini",1980,67.59,21.35
"1440",157.93,"male","Eswatini",1980,50.81,20.37
"1441",155.32,"female","Eswatini",1980,61.02,25.29
"1442",165.07,"female","Eswatini",1980,68.22,25.04
"1443",170.65,"male","Eswatini",1980,61.48,21.11
"1444",176.68,"male","Eswatini",1980,66.54,21.32
"1445",153.87,"female","Eswatini",1980,59.96,25.33
"1446",149.17,"female","Eswatini",1980,56.49,25.39
"1447",166.84,"male","Eswatini",1980,58.28,20.94
"1448",164.17,"female","Eswatini",1980,67.56,25.07
"1449",156.01,"female","Eswatini",1980,61.54,25.28
"1450",173.8,"male","Eswatini",1980,64.12,21.23
"1451",159.42,"female","Eswatini",1980,64.06,25.21
"1452",160.15,"female","Eswatini",1980,64.59,25.18
"1453",159.2,"female","Eswatini",1980,63.89,25.21
"1454",167.05,"male","Eswatini",1980,58.46,20.95
"1455",151.91,"male","Eswatini",1980,45.75,19.83
"1456",174.42,"male","Eswatini",1980,64.64,21.25
"1457",157.26,"female","Eswatini",1980,62.46,25.26
"1458",141.65,"female","Eswatini",1980,50.94,25.39
"1459",156.34,"female","Eswatini",1980,61.78,25.28
"1460",171.09,"male","Eswatini",1980,61.85,21.13
"1461",140.51,"female","Eswatini",1980,50.09,25.37
"1462",168,"female","Eswatini",1980,70.39,24.94
"1463",161.93,"female","Eswatini",1980,65.91,25.14
"1464",142.04,"female","Eswatini",1980,51.22,25.39
"1465",166.3,"male","Eswatini",1980,57.82,20.91
"1466",167.51,"male","Eswatini",1980,58.84,20.97
"1467",160.87,"male","Eswatini",1980,53.27,20.58
"1468",158.71,"female","Eswatini",1980,63.53,25.22
"1469",170.38,"male","Eswatini",1980,61.25,21.1
"1470",183.78,"male","Eswatini",1980,72.5,21.47
"1471",164.95,"male","Eswatini",1980,56.69,20.84
"1472",162.31,"female","Eswatini",1980,66.19,25.12
